CPUpcntbusy,'Network:total packets/s',SDApcntbusy,memory:pgpgin/s,memory:pgpgout/s,java_totcpu,java_pctcpu,java_rss,java_avgmem_t,java_totcpu_t,puppet_totcpu,puppet_pctcpu,puppet_rss,puppet_avgmem_t,puppet_totcpu_t,sendmail_rss,sendmail_avgmem_t,Crash
8.82905,148.263333,0.088,0,43.753333,413.88,8.619122,2010376.4,2847955.2,1775.75,?,?,?,?,?,1788,57716,No
12.756521,98.35,0.102333,0.56,47.146667,602.9,12.555474,2014495.6,2864442.4,2378.65,?,?,?,?,?,1788,57716,No
12.814301,96.116667,0.094,0,47.386667,599.37,12.50259,2015155.6,2867109.6,2978.02,?,?,?,?,?,1788,57716,Yes
0.508508,113.603333,0.103,0,72.353333,3.68,0.076635,802242,1154848,604.88,?,?,?,?,?,1796,57716,No
0.327685,111.066667,0.105667,0,58.653333,4.82,0.100378,962736.4,1385817.6,611.1,?,?,?,?,?,1796,57716,No
0.348311,110.533333,0.092,0,59.386667,3.94,0.082051,802318.4,1154848,618.27,?,?,?,?,?,1796,57716,No
2.410469,122.913333,0.117833,0,77.923333,5.63,0.117243,1283705.2,1847756.8,624.85,67.08,1.396879,586874.8,618182.8,102120.41,1796,57716,No
0.331992,121.77,0.109833,0,59.053333,3.46,0.072054,641852.4,923878.4,630.17,?,?,?,?,?,1796,57716,No
0.34102,145.603333,0.0895,0,61.033333,3.97,0.082675,805335.2,1154848,637.34,?,?,?,?,?,1796,57716,No
0.564128,114.123333,0.119,0,72.04,7.32,0.152439,968512,1385817.6,646.52,?,?,?,?,?,1796,57716,No
0.342478,110.356667,0.0855,0,59.213333,3.37,0.070181,807102,1154848,651.29,?,?,?,?,?,1796,57716,No
0.317269,110.386667,0.109667,0,60.946667,4.25,0.088507,968565.2,1385817.6,658.3,?,?,?,?,?,1796,57716,No
0.333311,113.53,0.088667,0,65.953333,5.36,0.111623,1291484.4,1847756.8,664.6,?,?,?,?,?,1796,57716,No
1.043676,110.31,0.113667,0,59.8,39.149998,0.815486,973197.2,1386126,705.18,?,?,?,?,?,1796,57716,No
0.392712,146.353333,0.095833,0,63.326667,5.62,0.117034,1305193.6,1848579.2,712.24,?,?,?,?,?,1796,57716,No
2.703564,124.72,0.123,0,90.623333,5.379999,0.112038,1305245.2,1848579.2,718.11,?,?,?,?,?,1796,57716,No
0.32748,111.24,0.090167,0,59.766667,4.33,0.090353,978969.2,1386434.4,724.38,?,?,?,?,?,1796,57716,No
0.333517,109.876667,0.109,0,59.48,6.230001,0.129739,1456494,2079651.6,731.57,66.1,1.376538,587300.8,618733.6,102186.51,1796,57716,No
0.363727,111.443333,0.081333,0,60.033333,5.83,0.121411,1276986,1848579.2,738.38,?,?,?,?,?,1796,57716,No
0.338519,111.726667,0.122667,0,60.94,7.25,0.151246,1587514.4,2310724,745.63,?,?,?,?,?,1796,57716,No
0.393305,146.576667,0.100167,0,65.906667,7.47,0.155562,1578754.4,2310724,753.1,?,?,?,?,?,1796,57716,No
0.509964,114.173333,0.121167,0,74.433333,7.009999,0.145983,1570936,2310724,760.11,?,?,?,?,?,1796,57716,No
0.371427,110.54,0.0945,0,60.726667,7.04,0.146785,1564669.6,2310724,767.15,?,?,?,?,?,1796,57716,No
1.019311,110.083333,0.100667,0,73.636667,7.329999,0.152649,1559830,2310724,774.48,?,?,?,?,?,1796,57716,No
2.522124,121.94,0.166,0,79.983333,7.209999,0.150138,1558968.4,2310724,781.69,65.590004,1.365488,587797.2,619316.8,102252.1,1796,57716,No
0.473095,111.793333,0.094333,0,63.58,7.12,0.148579,1557294,2310724,788.81,?,?,?,?,?,1796,57716,No
0.522669,146.753333,0.122167,0,67.366667,7.529999,0.156814,1555384.8,2310724,796.34,?,?,?,?,?,1796,57716,No
0.700371,137.513333,0.112833,0,79.893333,7.22,0.150359,1554186,2310724,803.56,?,?,?,?,?,1796,57716,No
6.044035,9049.006667,0.191333,0,282.786667,8.610001,0.179632,1552768.8,2310724,812.17,?,?,?,?,?,1796,57716,No
6.376545,9565.176667,0.1935,0,295.726667,8.059999,0.167854,1551116,2310724,820.23,?,?,?,?,?,1796,57716,No
6.722178,9590.226667,0.194833,0,291.62,7.77,0.161813,1549610,2310724,828,?,?,?,?,?,1796,57716,No
7.313369,9551.926667,0.187333,0,293.866667,59.340004,1.236026,1548542.4,2311443.6,887.34,?,?,?,?,?,1796,57716,No
6.281899,9519.506667,0.189667,0,293.42,12.11,0.252193,1548481.6,2312780,899.45,?,?,?,?,?,1796,57716,No
8.523598,9442.19,0.207333,0,316.183333,7.63,0.158892,1548526.4,2312780,907.08,65.73,1.368663,587797.6,619316.8,102317.83,1796,57716,No
6.190081,9454.38,0.167,0,288.113333,7.55,0.157482,1548546.4,2312780,914.63,?,?,?,?,?,1796,57716,No
6.224624,9464.703333,0.186167,0,287.166667,7.96,0.165768,1548599.6,2312780,922.59,?,?,?,?,?,1796,57716,No
6.176047,9417.54,0.1715,0,287.106667,8.35,0.173892,1550694.4,2312780,930.94,?,?,?,?,?,1796,57716,No
6.42038,9454.79,0.188167,0,287.826667,18.54,0.387726,1555970.4,2312780,949.48,?,?,?,?,?,1796,57716,No
6.448125,9491.346667,0.188167,0,291.12,18.970001,0.395057,1556872.8,2312780,968.45,?,?,?,?,?,1796,57716,No
6.672527,9372.276667,0.195,0,298.48,23.160002,0.482304,1556943.6,2312780,991.61,?,?,?,?,?,1796,57716,No
6.555854,9436.1,0.190333,0,288.673333,24.33,0.508412,1557273.2,2312985.6,1015.94,?,?,?,?,?,1796,57716,No
6.431668,9370.09,0.194,0,284.593333,22.930002,0.477521,1557659.6,2313808,1038.87,?,?,?,?,?,1796,57716,No
8.666804,9308.733333,0.187833,0,301.016667,28.04,0.583942,1557887.6,2313808,1066.91,67.3,1.401583,588081.6,619522,102385.13,1796,57716,No
6.519384,9290.54,0.182333,0,283.426667,28.159998,0.586818,1557969.6,2359683.2,1095.07,?,?,?,?,?,1796,57716,No
11.781473,9319.146667,0.2175,1.613333,286.193333,276.24,5.752788,1559660.4,2385951.2,1371.31,?,?,?,?,?,1796,57716,No
18.618381,9299.076667,0.189,0,297.566667,600.28,12.501093,1562171.2,2403969.2,1971.59,?,?,?,?,?,1796,57716,No
18.565191,9361.796667,0.166333,0,280.546667,599.2999,12.501327,1562188.8,2404072,2570.89,?,?,?,?,?,1796,57716,No
18.630749,9400.22,0.2565,3.653333,290.133333,603.68,12.571715,1572065.2,2425428.8,3174.57,?,?,?,?,?,1796,57716,No
18.587065,9355.003333,0.184167,0,279.626667,600.11,12.4975,1575226,2430029.2,3774.68,?,?,?,?,?,1796,57716,Yes
18.601856,9356.84,0.175167,0,280.753333,599.29004,12.501223,1571272,2416408,4373.97,?,?,?,?,?,1796,57716,No
18.588654,9417.64,0.184333,0,287.58,600,12.495053,1571110.4,2413118.4,4973.97,?,?,?,?,?,1796,57716,No
18.32416,9312.906667,0.1485,0,264.46,601.38,12.524783,1600332.8,2461550.4,13334.1,?,?,?,?,?,1792,57712,No
18.4084,9358.303333,0.157333,0.266667,262.233333,601.11,12.51929,1600253.2,2460614,13935.21,?,?,?,?,?,1792,57712,No
6.959415,2153.756667,0.160667,3.173333,114.933333,60.13,1.252395,160000.8,245738.8,13995.34,44.45,0.925718,135553.6,156465.6,18558.53,1792,57712,No
5.988621,9324.673333,0.164167,0,265.58,7.95,0.165572,1161837.6,2390244,126.88,?,?,?,?,?,1792,57712,No
5.936448,9423.433333,0.144667,0,260.36,5.84,0.121626,926312,1912709.2,133.48,?,?,?,?,?,1792,57712,No
5.95219,9459.583333,0.155667,0,264.513333,5.34,0.111642,915990.8,1913017.6,139.64,?,?,?,?,?,1792,57712,No
5.983205,9355.216667,0.159833,0,266.1,6.82,0.142038,682690.4,1434763.2,148.18,?,?,?,?,?,1792,57712,No
5.93447,9320.643333,0.153,0,264.426667,4.04,0.084139,563411.6,1195636,154.45,?,?,?,?,?,1792,57712,No
5.9249,9401.12,0.154167,0,261.373333,6.16,0.128292,785459.6,1673890.4,161.99,?,?,?,?,?,1792,57712,No
5.906751,9409.87,0.157667,0,262.613333,2.77,0.057933,448758.4,956508.8,167.44,?,?,?,?,?,1792,57712,No
5.920525,9475.92,0.1575,0,262.733333,4.04,0.08414,561159.2,1195636,173.65,?,?,?,?,?,1792,57712,No
7.357086,9564.433333,0.165833,0,284.025,8.55,0.178058,914040.4,1930316.8,182.99,45,0.936794,203436,234902.8,18603.53,1792,57712,No
5.992997,9411.43,0.159,0,267.92,4.01,0.083515,584907.6,1219614.8,188.67,?,?,?,?,?,1792,57712,No
1.307205,1427.296667,0.077167,0,74.188333,5.44,0.113295,352970.4,731440.8,194.49,?,?,?,?,?,1792,57712,No
0.082704,60.816667,0.055333,0,27.206667,?,?,?,?,?,?,?,?,?,?,1792,57712,No
0.082703,16.843333,0.043667,0,25.146667,?,?,?,?,?,?,?,?,?,?,1792,57712,No
2.734615,1155.396667,0.158667,3.353333,61.428333,2.385457,533098.4,533098.4,1290965.6,114.54,?,?,?,?,?,1792,57712,No
0.240818,143.356667,0.0635,0,34.173333,0.051233,219630,219630,462572,119.71,?,?,?,?,?,1792,57712,No
0.319354,148.316667,0.092833,0,62.54,0.022284,219822.4,219822.4,462674.8,124.95,?,?,?,?,?,1792,57712,No
0.357686,615.756667,0.063833,0,41.92,0.136186,565186,565186,1174096.8,133.52,?,?,?,?,?,1792,57712,No
1.498028,156,0.073667,0,49.343333,0.063729,452375.6,452375.6,939606.4,138.81,44.76,0.932185,203781.2,235209.2,18648.29,1792,57712,No
0.195822,170.68,0.051833,0,34.473333,0.047276,451521.2,451521.2,939606.4,142.85,?,?,?,?,?,1792,57712,No
0.44351,671.98,0.122,0.56,59.646667,0.08559,445410.8,445410.8,939811.2,150.04,?,?,?,?,?,1792,57712,No
0.186655,119.956667,0.061,0,33.866667,0.02999,220154.4,220154.4,470008,154.73,?,?,?,?,?,1792,57712,No
0.21707,106.143333,0.0865,0,36.986667,0.031863,220231.2,220231.2,470008,158.25,?,?,?,?,?,1792,57712,No
0.226026,104.643333,0.070667,0,36.093333,0.016661,110144.8,110144.8,235004,161.88,?,?,?,?,?,1792,57712,No
0.177906,106.126667,0.068167,0,33.033333,0.035822,220876.8,220876.8,470008,166.36,?,?,?,?,?,1792,57712,No
0.184571,106.46,0.068,0,33.793333,0.034363,221242.4,221242.4,470008,172.03,?,?,?,?,?,1792,57712,No
0.700086,141.243333,0.074167,0,44.516667,0.021034,111170,111170,235004,175.34,?,?,?,?,?,1792,57712,No
1.683013,117.48,0.090167,0,55.256667,0.090909,558644.4,558644.4,1175020,182.59,44.61,0.929056,136063.6,156977.2,18692.9,1792,57712,No
0.345395,113.496667,0.083167,0,44.313333,0.019368,113151.2,113151.2,235004,185.92,?,?,?,?,?,1792,57712,No
0.360393,106.646667,0.0765,0,44.293333,0.036031,227906.4,227906.4,470008,190.95,?,?,?,?,?,1792,57712,No
0.304773,106.513333,0.0875,0,40.293333,0.035613,229479.2,229479.2,470008,196.19,?,?,?,?,?,1792,57712,No
0.297064,106.706667,0.061333,0,39.186667,0.036982,227878.4,227878.4,470008,200.82,?,?,?,?,?,1792,57712,No
0.599547,144.506667,0.084667,0,42.92,0.326557,489114,489114,959676.8,218.88,?,?,?,?,?,1792,57712,No
0.509549,103.97,0.057667,0,30.06,0.091011,754576.4,754576.4,1449756.8,224.93,?,?,?,?,?,179.2,5771.2,No
0.253323,106.393333,0.087833,0,40.28,0.041861,381662,381662,724981.2,230.28,?,?,?,?,?,5312,115432,No
1.548448,119.59,0.077333,0,53.523333,0.050815,389630.4,389630.4,724981.2,234.72,44.75,0.931963,204441.6,235824,18737.65,5312,115432,No
0.180198,105.216667,0.055833,0,34.273333,0.037071,397739.2,397739.2,724981.2,239.27,?,?,?,?,?,5312,115432,No
0.189363,106.343333,0.074833,0,33.833333,0.053525,531762.8,531762.8,966641.6,245.01,?,?,?,?,?,5312,115432,No
0.207695,145.533333,0.072,0,34.753333,0.054407,529065.6,529065.6,966641.6,249.47,?,?,?,?,?,5312,115432,No
0.198946,107.343333,0.064167,0,34.26,0.051857,522900.4,522900.4,966641.6,254.47,?,?,?,?,?,5312,115432,No
0.280606,117.64,0.083333,0,41.566667,0.053523,385867.2,385867.2,725084,259.85,?,?,?,?,?,5312,115432,No
0.250818,110.773333,0.062,0,37.393333,0.05873,507752,507752,967052.8,264.66,?,?,?,?,?,5312,115432,No
1.042719,114.356667,0.089167,0,78.993333,0.077057,758472.4,758472.4,1450579.2,269.98,?,?,?,?,?,5328.8,115432,No
0.209154,111.383333,0.059167,0,33.033333,0.084763,630107.6,630107.6,1208816,276.92,?,?,?,?,?,5396,115432,No
1.531981,158.99,0.073,0,49.418333,0.112045,877294.4,877294.4,1692445.2,283.44,44.879997,0.934692,136453.6,157388,18782.53,5396,115432,No
0.210612,110.063333,0.064167,0,36.613333,0.071219,623748,623748,1209330,288.13,?,?,?,?,?,5396,115432,No
0.266024,111.296667,0.0825,0,38.013333,0.067269,497744,497744,967464,294.74,?,?,?,?,?,5396,115432,No
0.677041,115.273333,0.075833,0,43.313333,0.138284,870207.2,870207.2,1693164.8,302.63,?,?,?,?,?,4316.8,92345.6,No
0.179364,109.926667,0.078667,0,32.633333,0.03603,373750.8,373750.8,725906.4,306.48,?,?,?,?,?,1792,57712,No
0.185818,110.78,0.066833,0,32.56,0.067269,746706.4,746706.4,1451812.8,312.2,?,?,?,?,?,1792,57712,No
0.485778,160.106667,0.071833,0,37.46,0.346971,794409.2,794409.2,1451812.8,330.12,?,?,?,?,?,1792,57712,No
0.193946,110.07,0.0715,0,34.673333,0.066229,667544.8,667544.8,1209844,334.99,?,?,?,?,?,1792,57712,No
0.248317,112.72,0.065833,0,39.166667,0.068519,801117.6,801117.6,1451812.8,340.9,?,?,?,?,?,1792,57712,No
1.547826,121.743333,0.083667,0,53.531667,0.061646,667628,667628,1209844,345.63,45.03,0.937845,136623.6,157592.8,18827.56,1792,57712,No
0.180821,109.963333,0.0685,0,33.433333,0.048317,534116.4,534116.4,967875.2,350.08,?,?,?,?,?,1792,57712,No
0.198321,112.843333,0.071,0,33.9,0.089327,934750,934750,1693781.6,356.47,?,?,?,?,?,1792,57712,No
0.224778,150.876667,0.063667,0,35.093333,0.086848,795710,795710,1451812.8,361.93,?,?,?,?,?,1792,57712,No
0.188737,110.68,0.074667,0,34.686667,0.063313,659359.2,659359.2,1209844,366.65,?,?,?,?,?,1792,57712,No
0.265844,112.483333,0.0675,0,39.646667,0.077929,658510.4,658510.4,1209844,373.28,?,?,?,?,?,1792,57712,No
0.256649,111.356667,0.0705,0,37.453333,0.084555,790340,790340,1451812.8,378.55,?,?,?,?,?,1792,57712,No
0.193113,109.726667,0.072,0,33.853333,0.070186,658502.4,658502.4,1209844,383.59,?,?,?,?,?,1792,57712,No
0.201238,111.423333,0.058333,0,33.826667,0.096844,912664,912664,1693781.6,390.38,?,?,?,?,?,1792,57712,No
1.524482,159.05,0.079667,0,50.983333,0.090592,772280,772280,1451812.8,396.03,45.019997,0.937613,136820.8,157796,18872.58,1792,57712,No
0.217279,109.71,0.051167,0,35.533333,0.074975,634974.8,634974.8,1209844,401.84,?,?,?,?,?,1792,57712,No
0.27394,111.563333,0.088167,0,42.866667,0.091634,755078.4,755078.4,1451812.8,408.53,?,?,?,?,?,1792,57712,No
0.268315,112.153078,0.062063,0,38.362729,0.094978,873979.2,873979.2,1693781.6,414.4,?,?,?,?,?,1792,57712,No
0.217015,109.986644,0.067947,0,33.622705,0.11038,992047.6,992047.6,1935750.4,420.64,?,?,?,?,?,1792,57712,No
0.239151,111.993333,0.081667,0,33.893333,0.147659,1109737.6,1109737.6,2177719.2,428.21,?,?,?,?,?,1792,57712,No
0.840368,149.076667,0.066,0,34.86,0.709357,965594.4,965594.4,1693781.6,463.68,?,?,?,?,?,1792,57712,No
0.20707,112.32,0.058,0,36.96,0.073725,893497.6,893497.6,1451812.8,468.6,?,?,?,?,?,1792,57712,No
0.254151,120.693333,0.070667,0,39.14,0.070183,744638,744638,1209844,474.42,?,?,?,?,?,1792,57712,No
1.569899,123.503333,0.094167,0,52.623333,0.06352,745377.2,745377.2,1209844,479.14,44.79,0.932833,137036,158102.4,18917.37,1792,57712,No
0.199571,110.986667,0.071667,0,34.04,0.079972,898221.6,898221.6,1451812.8,484.15,?,?,?,?,?,1792,57712,No
0.197817,111.24,0.051667,0,33.846667,0.083306,898920.4,898920.4,1451812.8,490.67,?,?,?,?,?,1792,57712,No
0.223318,149.25,0.087167,0,34.766667,0.089554,899127.2,899127.2,1451812.8,496.49,?,?,?,?,?,1792,57712,No
0.216236,111.343333,0.058833,0,35.193333,0.116211,1197248,1197248,1935750.4,502.83,?,?,?,?,?,1792,57712,No
0.271441,113.096667,0.0815,0,39.786667,0.090376,894996.8,894996.8,1451812.8,508.92,?,?,?,?,?,1792,57712,No
0.258941,112.326667,0.069,0,38.333333,0.080598,892979.2,892979.2,1451812.8,514.42,?,?,?,?,?,1792,57712,No
0.192905,111.206667,0.064167,0,33.5,0.069145,743609.2,743609.2,1209844,519.36,?,?,?,?,?,1792,57712,No
0.20478,111.32,0.0845,0,33.993333,0.087898,891872.8,891872.8,1451812.8,525.54,?,?,?,?,?,1792,57712,No
1.533026,160.426667,0.092,0,51.003333,0.113087,1039783.6,1039783.6,1693781.6,532.24,44.54,0.927627,137124.4,158104.8,18961.91,1792,57712,No
0.211589,109.733333,0.076,0,35.38,0.089762,891211.6,891211.6,1451812.8,537.44,?,?,?,?,?,1792,57712,No
0.289566,112.806667,0.061167,0,39.753333,0.118295,1187970,1187970,1935750.4,545.01,?,?,?,?,?,1792,57712,No
0.272066,111.283333,0.0905,0,38.226667,0.102918,1039322.4,1039322.4,1693781.6,550.78,?,?,?,?,?,1792,57712,No
0.204572,111.276667,0.047833,0,33.4,0.097466,1039537.6,1039537.6,1693781.6,557.18,?,?,?,?,?,1792,57712,No
0.209361,110.89,0.0795,0,33.613333,0.099342,1039746.8,1039746.8,1693781.6,563.23,?,?,?,?,?,1792,57712,No
0.697663,186.88,0.068833,0,37.18,0.571674,1053573.6,1053573.6,1693792.8,591.27,?,?,?,?,?,1792,57712,No
0.207626,111.048148,0.077593,0,35.607407,0.08893,921300.4,921300.4,1451846.4,597.78,?,?,?,?,?,1792,57712,No
1.035762,115.48,0.086,0,49.19,0.160154,1380261.2,1380261.2,2177769.6,605.9,21.86,0.455274,68604.8,79051.2,18983.77,1792,57712,No
0.87453,120.653333,0.0745,0,42.653333,0.09247,915530.4,915530.4,1451846.4,612.15,23.09,0.480881,68604.8,79051.2,19006.86,1792,57712,No
0.20332,111.16,0.075167,0,32.933333,0.100175,1061822.4,1061822.4,1693820.8,618.28,?,?,?,?,?,1792,57712,No
0.23436,113.473333,0.064667,0,33.706667,0.115378,1057377.2,1057377.2,1693820.8,625.18,?,?,?,?,?,1792,57712,No
0.226236,149.943333,0.068,0,34.26,0.093718,903540.4,903540.4,1451846.4,631.03,?,?,?,?,?,1792,57712,No
0.286232,112.44,0.076167,0,37.113333,0.167443,1052000,1052000,1693820.8,640.87,?,?,?,?,?,1792,57712,No
0.270608,113.226667,0.070667,0,38.773333,0.098718,1051340.4,1051340.4,1693820.8,647,?,?,?,?,?,1792,57712,No
0.272691,111.21,0.078833,0,37.966667,0.090177,751094.8,751094.8,1209872,653.16,?,?,?,?,?,1792,57712,No
0.207904,110.486667,0.0705,0,33.446667,0.091636,901039.2,901039.2,1451846.4,659.85,?,?,?,?,?,1792,57712,No
1.513261,122.156667,0.078167,0,49.078333,0.092853,901004,901004,1451846.4,665.67,45.019997,0.937585,137351.6,158309.6,19051.88,1792,57712,No
0.250194,159.783333,0.053333,0,35.606667,0.131832,1203656,1203656,1935795.2,673.4,?,?,?,?,?,1792,57712,No
0.22936,111.416667,0.069667,0,35,0.103299,905835.2,905835.2,1451846.4,680.23,?,?,?,?,?,1792,57712,No
0.287274,112.693333,0.079,0,39.446667,0.120366,1208377.6,1208377.6,1935795.2,686.48,?,?,?,?,?,1792,57712,No
0.28269,113.026667,0.0705,0,37.946667,0.115795,1057405.6,1057405.6,1693820.8,693.95,?,?,?,?,?,1792,57712,No
0.210819,110.766667,0.086833,0,33.673333,0.10434,1057477.2,1057477.2,1693820.8,700.4,?,?,?,?,?,1792,57712,No
0.216028,111.146667,0.0535,0,33.773333,0.096844,904937.6,904937.6,1451846.4,706.48,?,?,?,?,?,1792,57712,No
6.262096,89.123333,0.0695,0,31.253333,6.159039,1531356.8,1531356.8,2422930.8,1002.67,?,?,?,?,?,1792,57712,No
12.597109,91.396667,0.069333,0.413333,30.313333,12.50315,1559782,1559782,2434444.4,1603.02,?,?,?,?,?,1792,57712,No
14.461804,68.623333,0.086,0.053333,67.356667,12.501407,1559880.8,1559880.8,2436911.6,2203.29,46.8,0.974643,206554.8,237976,19098.68,1792,57712,No
12.649262,55.916667,0.053,0.18,31.56,12.500443,1559892.4,1559892.4,2437220,2802.51,?,?,?,?,?,1792,57712,No
12.59502,57.29,0.0705,0.286667,27.513333,12.502708,1559958.4,1559958.4,2437734,3402.84,?,?,?,?,?,1792,57712,No
12.59614,56.986667,0.043,0,26.566667,12.500156,1560034,1560034,2438248,4003.05,?,?,?,?,?,1792,57712,No
12.600853,55.546667,0.070167,0,27.08,12.500625,1560071.2,1560071.2,2438248,4602.28,?,?,?,?,?,1792,57712,No
12.626112,89.82,0.046333,0,27.933333,12.500989,1560120,1560120,2438248,5202.52,?,?,?,?,?,1792,57712,No
12.681238,56.48,0.082167,0,38.166667,12.499505,1560120,1560120,2438248,5802.7,?,?,?,?,?,1792,57712,No
12.662187,55.5,0.049167,0,30.68,12.500417,1560120,1560120,2438248,6402.92,?,?,?,?,?,1792,57712,No
12.601322,54.3,0.062167,0,26.453333,12.500286,1560120,1560120,2438248,7002.13,?,?,?,?,?,1792,57712,No
11.934829,66.623333,0.074167,0,43.491667,10.000208,1248096,1248096,1950598.4,7482.3,45.88,0.9555,206857.6,238283.2,19144.56,1792,57712,No
2.575464,199.126667,0.154,3.18,58.801667,106.12,2.210183,507294.8,1305060,107.02,?,?,?,?,?,1792,57712,No
0.229363,111.073333,0.0745,0,35.093333,3.74,0.077893,427757.6,912528,112.97,?,?,?,?,?,1792,57712,Yes
0.344352,254.273333,0.068833,0,47.606667,2.34,0.048733,212336.8,456469.6,119.16,?,?,?,?,?,1792,57712,No
6.184665,9814.056667,0.155667,0,275.02,6.08,0.126626,424554.4,912939.2,126.42,?,?,?,?,?,1792,57712,No
5.99965,9832.756667,0.155833,0,271.5,0.8,0.01666,105883.2,228234.8,130.4,?,?,?,?,?,1792,57712,No
6.011999,9780.98,0.144,0,270.573333,2.69,0.056254,420998.4,912939.2,136.3,?,?,?,?,?,1792,57712,No
5.924483,9610.4,0.1645,0,266.453333,1.78,0.037071,314192.8,685012.8,140.24,?,?,?,?,?,1792,57712,No
7.211753,9493.433333,0.164,0,280.723333,2.23,0.046443,312524.8,685012.8,144.56,45.27,0.942808,138199.2,159126.4,19189.83,1792,57712,No
5.966981,9492.936667,0.153,0,269.873333,?,?,?,?,?,?,?,?,?,?,1792,57712,No
5.903859,9546.226667,0.152667,0,269.293333,0.5,0.010413,102247.2,228337.6,150.54,?,?,?,?,?,1792,57712,No
5.905734,9510.166667,0.149333,0,264.086667,3.01,0.062689,306126,685012.8,158.21,?,?,?,?,?,1792,57712,No
5.937374,9480.82,0.1535,0,263.146667,0.61,0.012704,101376.8,228337.6,160.89,?,?,?,?,?,1792,57712,No
5.91468,9590.733333,0.154667,0,266.32,1.66,0.034572,304192.8,685012.8,166.28,?,?,?,?,?,1792,57712,No
5.89054,9521.953333,0.1555,0,267.44,1.64,0.034155,202843.6,456675.2,169.01,?,?,?,?,?,1792,57712,No
6.003646,9477.676667,0.154667,0,271.56,3.7,0.077058,609552.4,1371053.6,176.64,?,?,?,?,?,1792,57712,No
6.042185,9521.646667,0.157167,0,272.833333,9.03,0.188298,1027678.8,2318731.2,185.67,?,?,?,?,?,1792,57712,No
7.323369,9545.47,0.165167,0,284.925,9.160001,0.190772,1045064,2359824,194.83,45.36,0.944689,138280.4,159231.2,19235.19,1792,57712,No
6.05406,9493.026667,0.151,0,270.26,10.42,0.217015,1048926.4,2359824,205.25,?,?,?,?,?,1792,57712,No
6.380683,9524.13,0.1555,0,273.3,26.63,0.554609,1193549.2,2360646.4,231.88,?,?,?,?,?,1792,57712,No
6.062809,9468.13,0.152,0,270.706667,12.2,0.254716,1218452.4,2361366,244.08,?,?,?,?,?,1792,57712,No
6.195264,9499.806667,0.163833,0,281.36,12.97,0.270123,1183567.2,2361880,257.05,?,?,?,?,?,1792,57712,No
6.190255,9496.27,0.1575,0,277.64,13.509999,0.281369,1165617.2,2361880,270.56,?,?,?,?,?,1792,57712,No
6.133222,9530.02,0.1525,0,273.693333,14.02,0.292416,1160278.8,2361880,284.58,?,?,?,?,?,1792,57712,No
6.137155,9479.236667,0.1565,0,273.946667,15.09,0.314274,1160242.8,2361880,299.67,?,?,?,?,?,1792,57712,No
6.158625,9573.346667,0.160167,0,276.093333,15.56,0.324062,1163338.4,2361880,315.23,?,?,?,?,?,1792,57712,No
7.520233,9497.783333,0.178333,0,295.818333,19.19,0.399666,1167262.4,2361880,334.42,45.91,0.956135,138467.6,159434.8,19281.11,1792,57712,No
